seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time
141,মোহাম্মদ আব্দুল আওয়াল,44161,Jamaat,Jamaat-NCP,Jamalpur-4,Jamalpur,Mymensingh,Rural,304992.0,151527.0,153464.0,1.0,2026-02-13 14:00:33.505809+00:00
141,মোঃ ফরিদুল কবীর তালুকদার,146546,BNP,BNP,Jamalpur-4,Jamalpur,Mymensingh,Rural,304992.0,151527.0,153464.0,1.0,2026-02-13 14:00:33.505809+00:00
140,মোঃ মুজিবুর রহমান আজাদী,44161,Jamaat,Jamaat-NCP,Jamalpur-3,Jamalpur,Mymensingh,Rural,539504.0,274257.0,265241.0,6.0,2026-02-13 14:00:33.505809+00:00
140,মোঃ মোস্তাফিজুর রহমান বাবুল,206214,BNP,BNP,Jamalpur-3,Jamalpur,Mymensingh,Rural,539504.0,274257.0,265241.0,6.0,2026-02-13 14:00:33.505809+00:00
139,মোঃ ছামিউল হক,61655,Jamaat,Jamaat-NCP,Jamalpur-2,Jamalpur,Mymensingh,Rural,282103.0,144469.0,137633.0,1.0,2026-02-13 14:00:33.505809+00:00
139,"এ, ই, সুলতান মাহমুদ বাবু",95378,BNP,BNP,Jamalpur-2,Jamalpur,Mymensingh,Rural,282103.0,144469.0,137633.0,1.0,2026-02-13 14:00:33.505809+00:00
138,মুহাম্মদ নাজমুল হক সাঈদী,93661,Jamaat,Jamaat-NCP,Jamalpur-1,Jamalpur,Mymensingh,Rural,431707.0,216207.0,215498.0,2.0,2026-02-13 14:00:33.505809+00:00
138,এম রশিদুজ্জামান মিল্লাত,172011,BNP,BNP,Jamalpur-1,Jamalpur,Mymensingh,Rural,431707.0,216207.0,215498.0,2.0,2026-02-13 14:00:33.505809+00:00
236,মোঃ সায়েদ আলী,53458,Jamaat,Jamaat-NCP,Moulvibazar-2,Moulvibazar,Sylhet,Rural,303020.0,157128.0,145892.0,0.0,2026-02-13 14:00:33.505809+00:00
236,মোঃ শওকতুল ইসলাম,88381,BNP,BNP,Moulvibazar-2,Moulvibazar,Sylhet,Rural,303020.0,157128.0,145892.0,0.0,2026-02-13 14:00:33.505809+00:00
110,ডাঃ সুলতান আহমদ,83015,Jamaat,Jamaat-NCP,Barguna-2,Barguna,Barisal,Rural,337744.0,167965.0,169775.0,4.0,2026-02-13 14:00:33.505809+00:00
110,মোঃ নূরুল ইসলাম,89428,BNP,BNP,Barguna-2,Barguna,Barisal,Rural,337744.0,167965.0,169775.0,4.0,2026-02-13 14:00:33.505809+00:00
109,মোঃ নজরুল ইসলাম মোল্লা,134337,BNP,BNP,Barguna-1,Barguna,Barisal,Urban,519460.0,259098.0,260351.0,11.0,2026-02-13 14:00:33.505809+00:00
109,মোঃ অলি উল্লাহ,138510,Islami Andolan Bangladesh,no alliance,Barguna-1,Barguna,Barisal,Urban,519460.0,259098.0,260351.0,11.0,2026-02-13 14:00:33.505809+00:00
267,মোহাম্মদ ফখরুদ্দিন,108160,Jamaat,Jamaat-NCP,Feni-3,Feni,Chittagong,Rural,508194.0,263227.0,244965.0,2.0,2026-02-13 14:00:33.505809+00:00
267,আবদুল আউয়াল মিন্টু,157425,BNP,BNP,Feni-3,Feni,Chittagong,Rural,508194.0,263227.0,244965.0,2.0,2026-02-13 14:00:33.505809+00:00
235,মোহাম্মদ আমিনুল ইসলাম,83013,Jamaat,Jamaat-NCP,Moulvibazar-1,Moulvibazar,Sylhet,Rural,337816.0,172998.0,164816.0,2.0,2026-02-13 14:00:33.505809+00:00
235,নাসির উদ্দিন আহমেদ,98282,BNP,BNP,Moulvibazar-1,Moulvibazar,Sylhet,Rural,337816.0,172998.0,164816.0,2.0,2026-02-13 14:00:33.505809+00:00
299,পহেল চাকমা,31222,Independent,no alliance,Rangamati,Rangamati,Chittagong,Rural,,,,,2026-02-13 14:00:33.505809+00:00
299,দীপেন দেওয়ান,201544,BNP,BNP,Rangamati,Rangamati,Chittagong,Rural,,,,,2026-02-13 14:00:33.505809+00:00
291,ওমর ফারুক,75467,LDP,Jamaat-NCP,Chittagong-14,Chittagong,Chittagong,Rural,313513.0,165847.0,147665.0,1.0,2026-02-13 14:00:33.505809+00:00
291,আলহাজ্ব জসীম উদ্দীন আহমেদ,76493,BNP,BNP,Chittagong-14,Chittagong,Chittagong,Rural,313513.0,165847.0,147665.0,1.0,2026-02-13 14:00:33.505809+00:00
229,মাওলানা হাবিবুর রহমান,134983,Jamaat,Jamaat-NCP,Sylhet-1,Sylhet,Sylhet,Urban,680946.0,353186.0,327747.0,13.0,2026-02-13 14:00:33.505809+00:00
229,খন্দকার আবদুল মুক্তাদীর,176936,BNP,BNP,Sylhet-1,Sylhet,Sylhet,Urban,680946.0,353186.0,327747.0,13.0,2026-02-13 14:00:33.505809+00:00
233,উবায়দুল্লাহ ফারুক,69774,Jamiat Ulema-e-Islam Bangladesh,BNP,Sylhet-5,Sylhet,Sylhet,Rural,428748.0,221357.0,207391.0,0.0,2026-02-13 14:00:33.505809+00:00
233,মোহাম্মদ আবুল হাসান,79355,Khelafat Mojlish,Jamaat-NCP,Sylhet-5,Sylhet,Sylhet,Rural,428748.0,221357.0,207391.0,0.0,2026-02-13 14:00:33.505809+00:00
298,ধর্ম জ্যোতি চাকমা,68315,Independent,no alliance,Khagrachari,Khagrachari,Chittagong,Rural,,,,,2026-02-13 14:00:33.505809+00:00
298,আবদুল ওয়াদুদ ভূঁঞা,151040,BNP,BNP,Khagrachari,Khagrachari,Chittagong,Rural,,,,,2026-02-13 14:00:33.505809+00:00
265,এস এম কামালউদ্দীন,85615,Jamaat,Jamaat-NCP,Feni-1,Feni,Chittagong,Rural,385652.0,198759.0,186890.0,3.0,2026-02-13 14:00:33.505809+00:00
265,মুন্সী রফিকুল আলম,119904,BNP,BNP,Feni-1,Feni,Chittagong,Rural,385652.0,198759.0,186890.0,3.0,2026-02-13 14:00:33.505809+00:00
242,মোঃ গিয়াস উদ্দিন,84323,Bangladesh Islami Front,no alliance,Habiganj-4,Habiganj,Sylhet,Rural,552711.0,278660.0,274049.0,2.0,2026-02-13 14:00:33.505809+00:00
242,"এস, এম, ফয়সল",188072,BNP,BNP,Habiganj-4,Habiganj,Sylhet,Rural,552711.0,278660.0,274049.0,2.0,2026-02-13 14:00:33.505809+00:00
240,আব্দুল বাছিত আজাদ,65762,Khelafat Mojlish,Jamaat-NCP,Habiganj-2,Habiganj,Sylhet,Rural,394756.0,200162.0,194590.0,4.0,2026-02-13 14:00:33.505809+00:00
240,আবু মনসুর সাখাওয়াত হাসান,126583,BNP,BNP,Habiganj-2,Habiganj,Sylhet,Rural,394756.0,200162.0,194590.0,4.0,2026-02-13 14:00:33.505809+00:00
239,মাওলানা সিরাজুল ইসলাম,56132,Bangladesh Khelafat Mojlish,Jamaat-NCP,Habiganj-1,Habiganj,Sylhet,Rural,466921.0,236576.0,230340.0,5.0,2026-02-13 14:00:33.505809+00:00
239,রেজা কিবরিয়া,111999,BNP,BNP,Habiganj-1,Habiganj,Sylhet,Rural,466921.0,236576.0,230340.0,5.0,2026-02-13 14:00:33.505809+00:00
62,মোঃ শাহিনুর আলম,106732,Jamaat,Jamaat-NCP,Sirajganj-1,Sirajganj,Rajshahi,Rural,385024.0,189676.0,195344.0,4.0,2026-02-13 14:00:33.505809+00:00
62,মোঃ সেলিম রেজা,115132,BNP,BNP,Sirajganj-1,Sirajganj,Rajshahi,Rural,385024.0,189676.0,195344.0,4.0,2026-02-13 14:00:33.505809+00:00
197,শাহ রিয়াজুল হান্নান,87505,BNP,BNP,Gazipur-4,Gazipur,Dhaka,Rural,330977.0,164429.0,166548.0,0.0,2026-02-13 14:00:33.505809+00:00
197,সালাহ উদ্দিন,96911,Jamaat,Jamaat-NCP,Gazipur-4,Gazipur,Dhaka,Rural,330977.0,164429.0,166548.0,0.0,2026-02-13 14:00:33.505809+00:00
196,মুহাম্মদ এহসানুল হক,99354,Bangladesh Khelafat Mojlish,Jamaat-NCP,Gazipur-3,Gazipur,Dhaka,Rural,527360.0,260191.0,267162.0,7.0,2026-02-13 14:00:33.505809+00:00
196,"এস,এম, রফিকুল ইসলাম",161258,BNP,BNP,Gazipur-3,Gazipur,Dhaka,Rural,527360.0,260191.0,267162.0,7.0,2026-02-13 14:00:33.505809+00:00
11,মোঃ আনোয়ারুল ইসলাম,188791,Jamaat,Jamaat-NCP,Dinajpur-6,Dinajpur,Rangpur,Rural,557692.0,278086.0,279593.0,13.0,2026-02-13 14:00:33.505809+00:00
11,আবু জাফর মোঃ জাহিদ হোসেন,203887,BNP,BNP,Dinajpur-6,Dinajpur,Rangpur,Rural,557692.0,278086.0,279593.0,13.0,2026-02-13 14:00:33.505809+00:00
5,মোঃ মিজানুর রহমান,91934,Jamaat,Jamaat-NCP,Thakurgaon-3,Thakurgaon,Rangpur,Rural,364129.0,184701.0,179426.0,2.0,2026-02-13 14:00:33.505809+00:00
5,মোঃ জাহিদুর রহমান,132797,BNP,BNP,Thakurgaon-3,Thakurgaon,Rangpur,Rural,364129.0,184701.0,179426.0,2.0,2026-02-13 14:00:33.505809+00:00
4,মোঃ আব্দুল হাকিম,115707,Jamaat,Jamaat-NCP,Thakurgaon-2,Thakurgaon,Rangpur,Rural,340049.0,175232.0,164816.0,1.0,2026-02-13 14:00:33.505809+00:00
4,মোঃ আব্দুস সালাম,121017,BNP,BNP,Thakurgaon-2,Thakurgaon,Rangpur,Rural,340049.0,175232.0,164816.0,1.0,2026-02-13 14:00:33.505809+00:00
3,দেলাওয়ার হোসেন,141017,Jamaat,Jamaat-NCP,Thakurgaon-1,Thakurgaon,Rangpur,Urban,511629.0,255053.0,256572.0,4.0,2026-02-13 14:00:33.505809+00:00
3,মির্জা ফখরুল ইসলাম আলমগীর,238836,BNP,BNP,Thakurgaon-1,Thakurgaon,Rangpur,Urban,511629.0,255053.0,256572.0,4.0,2026-02-13 14:00:33.505809+00:00
127,আলমগীর হোসেন,107105,BNP,BNP,Pirojpur-1,Pirojpur,Barisal,Urban,392178.0,198709.0,193469.0,0.0,2026-02-13 14:00:33.505809+00:00
127,মাসুদ সাঈদী,132659,Jamaat,Jamaat-NCP,Pirojpur-1,Pirojpur,Barisal,Urban,392178.0,198709.0,193469.0,0.0,2026-02-13 14:00:33.505809+00:00
128,শামীম সাঈদী,96897,Jamaat,Jamaat-NCP,Pirojpur-2,Pirojpur,Barisal,Rural,409288.0,204312.0,204972.0,4.0,2026-02-13 14:00:33.505809+00:00
128,আহম্মদ সোহেল মনজুর,105185,BNP,BNP,Pirojpur-2,Pirojpur,Barisal,Rural,409288.0,204312.0,204972.0,4.0,2026-02-13 14:00:33.505809+00:00
99,কৃষ্ণ নন্দী,70346,Jamaat,Jamaat-NCP,Khulna-1,Khulna,Khulna,Rural,307103.0,152285.0,154814.0,4.0,2026-02-13 14:00:33.505809+00:00
99,আমীর এজাজ খান,121352,BNP,BNP,Khulna-1,Khulna,Khulna,Rural,307103.0,152285.0,154814.0,4.0,2026-02-13 14:00:33.505809+00:00
104,এস এম মনিরুল হাসান (বাপ্পী),124710,BNP,BNP,Khulna-6,Khulna,Khulna,Rural,423331.0,212869.0,210461.0,1.0,2026-02-13 14:00:33.505809+00:00
104,মোঃ আবুল কালাম আজাদ,150724,Jamaat,Jamaat-NCP,Khulna-6,Khulna,Khulna,Rural,423331.0,212869.0,210461.0,1.0,2026-02-13 14:00:33.505809+00:00
228,আবু তাহির মুহাম্মদ আব্দুস সালাম,102121,Jamaat,Jamaat-NCP,Sunamganj-5,Sunamganj,Sylhet,Rural,527458.0,270620.0,256836.0,2.0,2026-02-13 14:00:33.505809+00:00
228,কলিম উদ্দিন আহমেদ,151915,BNP,BNP,Sunamganj-5,Sunamganj,Sylhet,Rural,527458.0,270620.0,256836.0,2.0,2026-02-13 14:00:33.505809+00:00
241,কাজী মহসিন আহমদ,45568,Jamaat,Jamaat-NCP,Habiganj-3,Habiganj,Sylhet,Urban,419573.0,213298.0,206262.0,13.0,2026-02-13 14:00:33.505809+00:00
241,আলহাজ্ব মোঃ জি কে গউছ,142456,BNP,BNP,Habiganj-3,Habiganj,Sylhet,Urban,419573.0,213298.0,206262.0,13.0,2026-02-13 14:00:33.505809+00:00
238,শেখ নূরে আলম হামিদী,50204,Bangladesh Khelafat Mojlish,Jamaat-NCP,Moulvibazar-4,Moulvibazar,Sylhet,Rural,487892.0,246202.0,241688.0,2.0,2026-02-13 14:00:33.505809+00:00
238,মোঃ মুজিবুর রহমান চৌধুরী,170877,BNP,BNP,Moulvibazar-4,Moulvibazar,Sylhet,Rural,487892.0,246202.0,241688.0,2.0,2026-02-13 14:00:33.505809+00:00
41,মোঃ আবিদুর রহমান,97626,Jamaat,Jamaat-NCP,Bogra-6,Bogra,Rajshahi,Urban,454043.0,222796.0,231237.0,10.0,2026-02-13 14:00:33.505809+00:00
41,তারেক রহমান,216284,BNP,BNP,Bogra-6,Bogra,Rajshahi,Urban,454043.0,222796.0,231237.0,10.0,2026-02-13 14:00:33.505809+00:00
40,মোঃ দবিবুর রহমান,143329,Jamaat,Jamaat-NCP,Bogra-5,Bogra,Rajshahi,Rural,572340.0,281287.0,291047.0,6.0,2026-02-13 14:00:33.505809+00:00
40,গোলাম মোহাম্মদ সিরাজ,248848,BNP,BNP,Bogra-5,Bogra,Rajshahi,Rural,572340.0,281287.0,291047.0,6.0,2026-02-13 14:00:33.505809+00:00
38,নূর মোহাম্মদ,111026,Jamaat,Jamaat-NCP,Bogra-3,Bogra,Rajshahi,Rural,339181.0,169347.0,169831.0,3.0,2026-02-13 14:00:33.505809+00:00
38,মোঃ আব্দুল মহিত তালুকদার,127406,BNP,BNP,Bogra-3,Bogra,Rajshahi,Rural,339181.0,169347.0,169831.0,3.0,2026-02-13 14:00:33.505809+00:00
37,আবুল আজাদ মোহাম্মদ শাহাদুজ্জামান,93548,Jamaat,Jamaat-NCP,Bogra-2,Bogra,Rajshahi,Rural,342155.0,171497.0,170653.0,5.0,2026-02-13 14:00:33.505809+00:00
37,মীর শাহে আলম,145024,BNP,BNP,Bogra-2,Bogra,Rajshahi,Rural,342155.0,171497.0,170653.0,5.0,2026-02-13 14:00:33.505809+00:00
36,মোঃ শাহাবুদ্দিন,57959,Jamaat,Jamaat-NCP,Bogra-1,Bogra,Rajshahi,Rural,376019.0,186388.0,189626.0,5.0,2026-02-13 14:00:33.505809+00:00
36,কাজী রফিকুল ইসলাম,171440,BNP,BNP,Bogra-1,Bogra,Rajshahi,Rural,376019.0,186388.0,189626.0,5.0,2026-02-13 14:00:33.505809+00:00
102,এস এম সাখাওয়াত হোসাইন,109530,Khelafat Mojlish,Jamaat-NCP,Khulna-4,Khulna,Khulna,Rural,378453.0,188526.0,189922.0,5.0,2026-02-13 14:00:33.505809+00:00
102,এস কে আজিজুল বারী,123162,BNP,BNP,Khulna-4,Khulna,Khulna,Rural,378453.0,188526.0,189922.0,5.0,2026-02-13 14:00:33.505809+00:00
27,ডাঃ মোঃ আককাছ আলী সরকার,33380,Islami Andolan Bangladesh,no alliance,Kurigram-3,Kurigram,Rangpur,Rural,368470.0,183064.0,185406.0,0.0,2026-02-13 14:00:33.505809+00:00
27,মোঃ মাহবুবুল আলম,106923,Jamaat,Jamaat-NCP,Kurigram-3,Kurigram,Rangpur,Rural,368470.0,183064.0,185406.0,0.0,2026-02-13 14:00:33.505809+00:00
173,মোঃ মহিউদ্দিন,88936,Independent,no alliance,Munshiganj-3,Munshiganj,Dhaka,Urban,509467.0,263075.0,246390.0,2.0,2026-02-13 14:00:33.505809+00:00
173,মোঃ কামরুজ্জামান,124691,BNP,BNP,Munshiganj-3,Munshiganj,Dhaka,Urban,509467.0,263075.0,246390.0,2.0,2026-02-13 14:00:33.505809+00:00
172,মাজেদুল ইসলাম,58573,NCP,Jamaat-NCP,Munshiganj-2,Munshiganj,Dhaka,Rural,378492.0,194720.0,183772.0,0.0,2026-02-13 14:00:33.505809+00:00
172,আব্দুস সালাম আজাদ,124154,BNP,BNP,Munshiganj-2,Munshiganj,Dhaka,Rural,378492.0,194720.0,183772.0,0.0,2026-02-13 14:00:33.505809+00:00
171,এ কে এম ফখরুদ্দিন রাজী,101568,Jamaat,Jamaat-NCP,Munshiganj-1,Munshiganj,Dhaka,Rural,545519.0,280716.0,264802.0,1.0,2026-02-13 14:00:33.505809+00:00
171,মোঃ আব্দুল্লাহ্,167562,BNP,BNP,Munshiganj-1,Munshiganj,Dhaka,Rural,545519.0,280716.0,264802.0,1.0,2026-02-13 14:00:33.505809+00:00
232,মোঃ জয়নাল আবেদীন,71391,Jamaat,Jamaat-NCP,Sylhet-4,Sylhet,Sylhet,Rural,512933.0,267130.0,245802.0,1.0,2026-02-13 14:00:33.505809+00:00
232,আরিফুল হক চৌধুরী,186846,BNP,BNP,Sylhet-4,Sylhet,Sylhet,Rural,512933.0,267130.0,245802.0,1.0,2026-02-13 14:00:33.505809+00:00
103,ম‌ি‌‌‌‌‌‍‍‍‍য়া গোলাম পরওয়ার,146246,Jamaat,Jamaat-NCP,Khulna-5,Khulna,Khulna,Rural,402798.0,199354.0,203443.0,1.0,2026-02-13 14:00:33.505809+00:00
103,মোহাম্মদ আলি আসগার,148854,BNP,BNP,Khulna-5,Khulna,Khulna,Rural,402798.0,199354.0,203443.0,1.0,2026-02-13 14:00:33.505809+00:00
225,মোহাম্মদ শিশির মনির,63220,Jamaat,Jamaat-NCP,Sunamganj-2,Sunamganj,Sylhet,Rural,306052.0,154652.0,151399.0,1.0,2026-02-13 14:00:33.505809+00:00
225,মোঃ নাছির চৌধুরী,99522,BNP,BNP,Sunamganj-2,Sunamganj,Sylhet,Rural,306052.0,154652.0,151399.0,1.0,2026-02-13 14:00:33.505809+00:00
15,মোঃ আবদুল গফুর সরকার,81526,BNP,BNP,Nilphamari-4,Nilphamari,Rangpur,Rural,451814.0,226728.0,225081.0,5.0,2026-02-13 14:00:33.505809+00:00
15,আব্দুল মুনতাকিম,124865,Jamaat,Jamaat-NCP,Nilphamari-4,Nilphamari,Rangpur,Rural,451814.0,226728.0,225081.0,5.0,2026-02-13 14:00:33.505809+00:00
14,আলহাজ্ব সৈয়দ আলী,89102,BNP,BNP,Nilphamari-3,Nilphamari,Rangpur,Rural,294446.0,149878.0,144567.0,1.0,2026-02-13 14:00:33.505809+00:00
14,ওবায়দুল্লাহ সালাফী,108560,Jamaat,Jamaat-NCP,Nilphamari-3,Nilphamari,Rangpur,Rural,294446.0,149878.0,144567.0,1.0,2026-02-13 14:00:33.505809+00:00
13,শাহরিন ইসলাম,134579,BNP,BNP,Nilphamari-2,Nilphamari,Rangpur,Urban,385785.0,193034.0,192749.0,2.0,2026-02-13 14:00:33.505809+00:00
13,আলফারুক আব্দুল লতীফ,145202,Jamaat,Jamaat-NCP,Nilphamari-2,Nilphamari,Rangpur,Urban,385785.0,193034.0,192749.0,2.0,2026-02-13 14:00:33.505809+00:00
12,মাওলানা মোঃ মন্জুরুল ইসলাম,118160,Jamiat Ulema-e-Islam Bangladesh,BNP,Nilphamari-1,Nilphamari,Rangpur,Rural,460271.0,232483.0,227786.0,2.0,2026-02-13 14:00:33.505809+00:00
12,মোঃ আব্দুস সাত্তার,149214,Jamaat,Jamaat-NCP,Nilphamari-1,Nilphamari,Rangpur,Rural,460271.0,232483.0,227786.0,2.0,2026-02-13 14:00:33.505809+00:00
227,মোঃ সামছ উদ্দিন,75735,Jamaat,Jamaat-NCP,Sunamganj-4,Sunamganj,Sylhet,Urban,372185.0,189359.0,182813.0,13.0,2026-02-13 14:00:33.505809+00:00
227,নুরুল ইসলাম,98092,BNP,BNP,Sunamganj-4,Sunamganj,Sylhet,Urban,372185.0,189359.0,182813.0,13.0,2026-02-13 14:00:33.505809+00:00
175,মোঃ আব্দুল হক,78655,Jamaat,Jamaat-NCP,Dhaka-2,Dhaka,Dhaka,Urban,419215.0,217908.0,201298.0,9.0,2026-02-13 14:00:33.505809+00:00
175,মোঃ আমানউল্লাহ আমান,163020,BNP,BNP,Dhaka-2,Dhaka,Dhaka,Urban,419215.0,217908.0,201298.0,9.0,2026-02-13 14:00:33.505809+00:00
2,মোঃ সফিউল আলম,128862,Jamaat,Jamaat-NCP,Panchagarh-2,Panchagarh,Rangpur,Rural,417529.0,209708.0,207818.0,3.0,2026-02-13 14:00:33.505809+00:00
2,ফরহাদ হোসেন আজাদ,174650,BNP,BNP,Panchagarh-2,Panchagarh,Rangpur,Rural,417529.0,209708.0,207818.0,3.0,2026-02-13 14:00:33.505809+00:00
68,মোঃ শামসুর রহমান,104245,BNP,BNP,Pabna-1,Pabna,Rajshahi,Rural,464904.0,237675.0,227228.0,1.0,2026-02-13 14:00:33.505809+00:00
68,মোহাম্মদ নাজিবুর রহমান,129974,Jamaat,Jamaat-NCP,Pabna-1,Pabna,Rajshahi,Rural,464904.0,237675.0,227228.0,1.0,2026-02-13 14:00:33.505809+00:00
278,মোহাম্মদ ছাইফুর রহমান,81227,Jamaat,Jamaat-NCP,Chittagong-1,Chittagong,Chittagong,Rural,386674.0,199859.0,186811.0,4.0,2026-02-13 14:00:33.505809+00:00
278,নুরুল আমিন,127645,BNP,BNP,Chittagong-1,Chittagong,Chittagong,Rural,386674.0,199859.0,186811.0,4.0,2026-02-13 14:00:33.505809+00:00
293,মিশকাতুল ইসলাম চৌধুরী,82237,BNP,BNP,Chittagong-16,Chittagong,Chittagong,Rural,411274.0,219982.0,191287.0,5.0,2026-02-13 14:00:33.505809+00:00
293,মোহাম্মদ জহিরুল ইসলাম,89960,Jamaat,Jamaat-NCP,Chittagong-16,Chittagong,Chittagong,Rural,411274.0,219982.0,191287.0,5.0,2026-02-13 14:00:33.505809+00:00
202,মোঃ জাহাঙ্গীর আলম,76445,Jamaat,Jamaat-NCP,Narsingdi-4,Narsingdi,Dhaka,Rural,428954.0,212677.0,216274.0,3.0,2026-02-13 14:00:33.505809+00:00
202,সরদার মোঃ সাখাওয়াত হোসেন,161912,BNP,BNP,Narsingdi-4,Narsingdi,Dhaka,Rural,428954.0,212677.0,216274.0,3.0,2026-02-13 14:00:33.505809+00:00
237,মোঃ আব্দুল মান্নান,77636,Jamaat,Jamaat-NCP,Moulvibazar-3,Moulvibazar,Sylhet,Urban,486212.0,248109.0,238099.0,4.0,2026-02-13 14:00:33.505809+00:00
237,নাসের রহমান,156757,BNP,BNP,Moulvibazar-3,Moulvibazar,Sylhet,Urban,486212.0,248109.0,238099.0,4.0,2026-02-13 14:00:33.505809+00:00
276,মোঃ রেজাউল করিম,117079,Jamaat,Jamaat-NCP,Lakshmipur-3,Lakshmipur,Chittagong,Urban,444472.0,229709.0,214758.0,5.0,2026-02-13 14:00:33.505809+00:00
276,মোঃ শহীদউদ্দীন চৌধুরী এ্যানি,133765,BNP,BNP,Lakshmipur-3,Lakshmipur,Chittagong,Urban,444472.0,229709.0,214758.0,5.0,2026-02-13 14:00:33.505809+00:00
